BF	input	tot_perm	unique_perm	frac_unique_perm
2	1	1	1	1.0
1061109546	5	120	10	0.08333333333333333
1085314523353549519	6	720	360	0.5
2	2	2	2	1.0
84069761279059502970641273758683184959	7	5040	2520	0.5
3727630269709025280	6	720	720	1.0
28607457354516630701703606552751400985576695523429513333045241432489070690304	8	40320	20160	0.5
112	3	6	3	0.5
32512	4	24	4	0.16666666666666666
2	1	1	1	1.0
1157442700462583808	6	720	180	0.25
1	1	1	1	1.0
1	1	1	1	1.0
33023	4	24	4	0.16666666666666666
1	2	2	1	0.5
80	3	6	6	1.0
256	4	24	4	0.16666666666666666
14080	4	24	12	0.5
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
4611897126091609429	6	720	120	0.16666666666666666
69	3	6	6	1.0
28912	4	24	4	0.16666666666666666
1229782942020137233	6	720	180	0.25
32512	4	24	4	0.16666666666666666
1	2	2	1	0.5
128	4	24	4	0.16666666666666666
2048	4	24	4	0.16666666666666666
1	2	2	1	0.5
76	3	6	3	0.5
1	1	1	1	1.0
16576	4	24	6	0.25
128	3	6	1	0.16666666666666666
127	3	6	1	0.16666666666666666
127	3	6	1	0.16666666666666666
16	3	6	3	0.5
1	1	1	1	1.0
1432319871	5	120	15	0.125
8309409528899764208	6	720	90	0.125
1	1	1	1	1.0
2004811776	5	120	30	0.25
1	1	1	1	1.0
16576	4	24	6	0.25
170135991203223569244594417953325121536	7	5040	105	0.020833333333333332
16	3	6	3	0.5
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
247	3	6	3	0.5
1	2	2	1	0.5
2	1	1	1	1.0
1	3	6	1	0.16666666666666666
7	2	2	1	0.5
64	4	24	6	0.25
8	2	2	1	0.5
1	1	1	1	1.0
32767	4	24	1	0.041666666666666664
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
4	3	6	3	0.5
1	1	1	1	1.0
128	3	6	1	0.16666666666666666
7	2	2	1	0.5
128	5	120	10	0.08333333333333333
32	4	24	6	0.25
2	1	1	1	1.0
32	5	120	10	0.08333333333333333
1	1	1	1	1.0
1	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
8	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
16384	4	24	4	0.16666666666666666
2	1	1	1	1.0
2	1	1	1	1.0
17870133787824750591	6	720	15	0.020833333333333332
127	3	6	1	0.16666666666666666
2	1	1	1	1.0
64	4	24	6	0.25
7	2	2	1	0.5
524288	5	120	10	0.08333333333333333
524288	5	120	10	0.08333333333333333
8	4	24	6	0.25
32768	4	24	1	0.041666666666666664
2	2	2	2	1.0
1	2	2	1	0.5
7	2	2	1	0.5
7	2	2	1	0.5
2	2	2	2	1.0
1	1	1	1	1.0
4	2	2	2	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
55	3	6	3	0.5
7	2	2	1	0.5
2	2	2	2	1.0
2	2	2	2	1.0
1	1	1	1	1.0
7	2	2	1	0.5
59	3	6	6	1.0
1	1	1	1	1.0
1	1	1	1	1.0
4	2	2	2	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
2	2	2	2	1.0
2	2	2	2	1.0
1	2	2	1	0.5
1	1	1	1	1.0
3745868986625228799	6	720	360	0.5
2	1	1	1	1.0
340791	5	120	10	0.08333333333333333
1	2	2	1	0.5
1	1	1	1	1.0
76	3	6	3	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
2	2	2	2	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
4	2	2	2	1.0
1	1	1	1	1.0
4	2	2	2	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
2	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
8	3	6	3	0.5
8	3	6	3	0.5
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
2	2	2	2	1.0
7	2	2	1	0.5
2	2	2	2	1.0
7	2	2	1	0.5
1	1	1	1	1.0
76	3	6	3	0.5
1	1	1	1	1.0
77	3	6	3	0.5
2147424127	5	120	5	0.041666666666666664
1	1	1	1	1.0
2147424127	5	120	5	0.041666666666666664
21	3	6	3	0.5
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
31	3	6	3	0.5
7	2	2	1	0.5
1	1	1	1	1.0
4096	4	24	6	0.25
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
16576	4	24	6	0.25
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
28672	4	24	6	0.25
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
4	2	2	2	1.0
273	4	24	6	0.25
127	3	6	1	0.16666666666666666
4	3	6	3	0.5
1	2	2	1	0.5
19456	4	24	6	0.25
21	3	6	3	0.5
1	1	1	1	1.0
7	2	2	1	0.5
2147483647	5	120	1	0.008333333333333333
576610288166537216	6	720	20	0.027777777777777776
1086374080	5	120	10	0.08333333333333333
32767	4	24	1	0.041666666666666664
7	2	2	1	0.5
2147483647	5	120	1	0.008333333333333333
127	3	6	1	0.16666666666666666
32767	4	24	1	0.041666666666666664
547397792	5	120	10	0.08333333333333333
2147483647	5	120	1	0.008333333333333333
1	1	1	1	1.0
7	2	2	1	0.5
7235349132933696806802753521082910275923194470317757464747470126111711559680	8	40320	5040	0.125
32767	4	24	1	0.041666666666666664
32	3	6	3	0.5
6867144787763199948	6	720	15	0.020833333333333332
9151314447095037952	6	720	15	0.020833333333333332
7	2	2	1	0.5
1431336816	5	120	30	0.25
1154236608	5	120	30	0.25
1	1	1	1	1.0
64	4	24	6	0.25
2	2	2	2	1.0
13106	4	24	4	0.16666666666666666
16170	4	24	6	0.25
76	3	6	3	0.5
3311419785984	6	720	60	0.08333333333333333
112	3	6	3	0.5
1	2	2	1	0.5
2298702998362069446380729737451343581987627467146702035622237938805786017792	8	40320	20160	0.5
1	1	1	1	1.0
112	4	24	12	0.5
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
34382871595835434013649416305517645103450196811170086757693496646300988621892	8	40320	3360	0.08333333333333333
109065250908829941993168864278478848	7	5040	420	0.08333333333333333
113080045843856965306472083306590066147126153291197210422036438178619981824	8	40320	20160	0.5
1	2	2	1	0.5
22028522613943471670925341376976724709288013379414276386818799304382884085760	8	40320	3360	0.08333333333333333
228622104081685924639734175310522548995	7	5040	630	0.125
6147432253209204048	6	720	180	0.25
68051281008099786424962438767305765683	7	5040	420	0.08333333333333333
521273105	5	120	30	0.25
1	2	2	1	0.5
1	2	2	1	0.5
1	2	2	1	0.5
127	3	6	1	0.16666666666666666
503710208	5	120	120	1.0
3810135040	5	120	120	1.0
1	1	1	1	1.0
7	2	2	1	0.5
33817600	5	120	60	0.5
55	3	6	3	0.5
28927	4	24	12	0.5
2	1	1	1	1.0
16	3	6	3	0.5
21	4	24	6	0.25
2819	4	24	12	0.5
1807	4	24	4	0.16666666666666666
53794	4	24	12	0.5
1	1	1	1	1.0
7	2	2	1	0.5
21	3	6	3	0.5
1	2	2	1	0.5
21	3	6	3	0.5
7	2	2	1	0.5
43144	4	24	12	0.5
5439	4	24	3	0.125
71	3	6	6	1.0
4	2	2	2	1.0
10752	4	24	6	0.25
10922	4	24	4	0.16666666666666666
17472	4	24	12	0.5
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
4	4	24	4	0.16666666666666666
76	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
2	3	6	3	0.5
1	1	1	1	1.0
4	2	2	2	1.0
42	3	6	3	0.5
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
4	2	2	2	1.0
5376	4	24	12	0.5
32	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
4	2	2	2	1.0
112	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
4	2	2	2	1.0
42	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
42	3	6	3	0.5
8	3	6	3	0.5
1	1	1	1	1.0
28672	4	24	6	0.25
76	3	6	3	0.5
32	3	6	3	0.5
8	2	2	1	0.5
32	3	6	3	0.5
1	1	1	1	1.0
7	2	2	1	0.5
134252544	5	120	10	0.08333333333333333
2	2	2	2	1.0
28912	4	24	4	0.16666666666666666
14	2	2	1	0.5
1092	4	24	12	0.5
1	1	1	1	1.0
7	2	2	1	0.5
32	3	6	3	0.5
76	3	6	3	0.5
4	2	2	2	1.0
4	2	2	2	1.0
2	1	1	1	1.0
31	3	6	3	0.5
7	2	2	1	0.5
1	1	1	1	1.0
4864	4	24	12	0.5
4	2	2	2	1.0
4	2	2	2	1.0
19660	4	24	4	0.16666666666666666
7	2	2	1	0.5
2	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
42	3	6	3	0.5
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
512	4	24	6	0.25
1	1	1	1	1.0
4	2	2	2	1.0
4	2	2	2	1.0
7	2	2	1	0.5
2	2	2	2	1.0
28912	4	24	4	0.16666666666666666
16576	4	24	6	0.25
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
64	4	24	6	0.25
7	2	2	1	0.5
7	2	2	1	0.5
127	3	6	1	0.16666666666666666
7	2	2	1	0.5
42	3	6	3	0.5
1	1	1	1	1.0
64	3	6	3	0.5
7	2	2	1	0.5
76	3	6	3	0.5
7	2	2	1	0.5
1	1	1	1	1.0
14	2	2	1	0.5
1	2	2	1	0.5
42	5	120	30	0.25
7	2	2	1	0.5
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
4	2	2	2	1.0
2	2	2	2	1.0
1	1	1	1	1.0
8	3	6	3	0.5
4	3	6	3	0.5
1	1	1	1	1.0
4	2	2	2	1.0
1383505805528216371	6	720	6	0.008333333333333333
1	1	1	1	1.0
14	2	2	1	0.5
21	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
5376	4	24	12	0.5
1	1	1	1	1.0
7	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
2	1	1	1	1.0
1	2	2	1	0.5
2602	4	24	12	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	2	2	1	0.5
2	2	2	2	1.0
13479973327298218163408328416664646464972880326916656801836064309247	8	40320	8	0.0001984126984126984
1	1	1	1	1.0
4	3	6	3	0.5
127	3	6	1	0.16666666666666666
7	2	2	1	0.5
7	3	6	3	0.5
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
57896044618658097711785492504343953926634992332820282019728792003956564819967	8	40320	1	2.48015873015873e-05
604444463063240877801472	7	5040	105	0.020833333333333332
3423913228328792196818997428435771646196854399740407364172095854477567	8	40320	28	0.0006944444444444445
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
1	2	2	1	0.5
7	2	2	1	0.5
1	3	6	1	0.16666666666666666
1	2	2	1	0.5
2	2	2	2	1.0
1	4	24	1	0.041666666666666664
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
127	3	6	1	0.16666666666666666
1	2	2	1	0.5
15359	4	24	12	0.5
251	3	6	3	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
117	3	6	6	1.0
2	2	2	2	1.0
2	1	1	1	1.0
8	2	2	1	0.5
7	2	2	1	0.5
2	1	1	1	1.0
2	1	1	1	1.0
13	2	2	2	1.0
2	2	2	2	1.0
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1002159035	5	120	20	0.16666666666666666
33496033354253175	6	720	360	0.5
4	2	2	2	1.0
48	4	24	12	0.5
1	1	1	1	1.0
17294101849317637888	6	720	180	0.25
2	1	1	1	1.0
1	1	1	1	1.0
1351539243184454444107709747007	7	5040	210	0.041666666666666664
58123087938895276820951150799726505123937301513778334559501661279809673415884	8	40320	20160	0.5
14	3	6	3	0.5
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
8	2	2	1	0.5
42	3	6	3	0.5
49151	4	24	4	0.16666666666666666
7	2	2	1	0.5
127	3	6	1	0.16666666666666666
49151	4	24	4	0.16666666666666666
3003	4	24	12	0.5
2952773631	5	120	30	0.25
2160115904	5	120	30	0.25
86844066927987146567678238756515930889952488499230423029593188005934847229951	8	40320	8	0.0001984126984126984
2	2	2	2	1.0
38597363079105398474523661669562635951089994888546854679819194669300081579092	8	40320	168	0.004166666666666667
32767	4	24	1	0.041666666666666664
128	3	6	1	0.16666666666666666
4	2	2	2	1.0
2	2	2	2	1.0
7	2	2	1	0.5
7	2	2	1	0.5
4	2	2	2	1.0
57344	4	24	6	0.25
2	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
38597363079105398474523661669562635951089994888546854679819194669304376546644	8	40320	8	0.0001984126984126984
1	1	1	1	1.0
1	1	1	1	1.0
11	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
11	2	2	2	1.0
3233857664	5	120	10	0.08333333333333333
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
13	2	2	2	1.0
128	3	6	1	0.16666666666666666
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
63487	4	24	4	0.16666666666666666
14	2	2	1	0.5
7	2	2	1	0.5
32767	4	24	1	0.041666666666666664
3003	4	24	12	0.5
2	1	1	1	1.0
56713727820156410577229101238628035242	7	5040	7	0.001388888888888889
2147483647	5	120	1	0.008333333333333333
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
32767	4	24	1	0.041666666666666664
1	1	1	1	1.0
2147483647	5	120	1	0.008333333333333333
1	1	1	1	1.0
10922	4	24	4	0.16666666666666666
10922	4	24	4	0.16666666666666666
84	3	6	3	0.5
8	2	2	1	0.5
241	3	6	3	0.5
205	3	6	3	0.5
13	2	2	2	1.0
128	3	6	1	0.16666666666666666
1	2	2	1	0.5
2	1	1	1	1.0
8738	4	24	12	0.5
143165576	5	120	10	0.08333333333333333
7	2	2	1	0.5
7	2	2	1	0.5
127	3	6	1	0.16666666666666666
84	3	6	3	0.5
7	2	2	1	0.5
213	3	6	3	0.5
2	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
42	3	6	3	0.5
1	1	1	1	1.0
2184	4	24	6	0.25
112	3	6	3	0.5
1	2	2	1	0.5
28912	4	24	4	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
4	2	2	2	1.0
2	2	2	2	1.0
1	1	1	1	1.0
2	3	6	3	0.5
1	1	1	1	1.0
2	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
42	3	6	3	0.5
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
76	3	6	3	0.5
4	2	2	2	1.0
4	2	2	2	1.0
2	1	1	1	1.0
31	3	6	3	0.5
2	4	24	4	0.16666666666666666
4	2	2	2	1.0
16384	4	24	4	0.16666666666666666
2350879008182239232	6	720	20	0.027777777777777776
2	1	1	1	1.0
19456	4	24	6	0.25
28672	4	24	6	0.25
136	3	6	3	0.5
1	1	1	1	1.0
3	2	2	2	1.0
2	2	2	2	1.0
4	2	2	2	1.0
64	3	6	3	0.5
16	4	24	4	0.16666666666666666
1092	4	24	12	0.5
2	1	1	1	1.0
2730	5	120	60	0.5
4	2	2	2	1.0
1911	4	24	3	0.125
2	1	1	1	1.0
1894776832	5	120	10	0.08333333333333333
7	2	2	1	0.5
128	3	6	1	0.16666666666666666
32768	4	24	1	0.041666666666666664
2147483648	5	120	1	0.008333333333333333
8	2	2	1	0.5
128	3	6	1	0.16666666666666666
2147483648	5	120	1	0.008333333333333333
32768	4	24	1	0.041666666666666664
2	1	1	1	1.0
7	2	2	1	0.5
5	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
32767	4	24	1	0.041666666666666664
1	1	1	1	1.0
1	1	1	1	1.0
170	3	6	3	0.5
14	2	2	1	0.5
9223160927400968191	6	720	60	0.08333333333333333
47	3	6	6	1.0
7	2	2	1	0.5
1	2	2	1	0.5
47	3	6	6	1.0
7	2	2	1	0.5
1	1	1	1	1.0
113	3	6	3	0.5
112	3	6	3	0.5
32	3	6	3	0.5
1	1	1	1	1.0
4227858431	5	120	10	0.08333333333333333
1	1	1	1	1.0
251	4	24	12	0.5
128	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
42	5	120	30	0.25
50	3	6	3	0.5
11	2	2	2	1.0
64	3	6	3	0.5
256	4	24	4	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
4383	4	24	3	0.125
61648	4	24	12	0.5
1	1	1	1	1.0
13	3	6	6	1.0
8	2	2	1	0.5
2	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
8	3	6	3	0.5
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
4	2	2	2	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
127	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
112	3	6	3	0.5
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
4294967296	6	720	6	0.008333333333333333
1	3	6	1	0.16666666666666666
4	2	2	2	1.0
55	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
4383	4	24	3	0.125
32	5	120	10	0.08333333333333333
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
16	3	6	3	0.5
4	3	6	3	0.5
273	4	24	6	0.25
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
16	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
2	1	1	1	1.0
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
4294967296	6	720	6	0.008333333333333333
1	1	1	1	1.0
4	2	2	2	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
21	3	6	3	0.5
7	2	2	1	0.5
1	2	2	1	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
16384	4	24	4	0.16666666666666666
2	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
68719476736	6	720	15	0.020833333333333332
1	1	1	1	1.0
1	1	1	1	1.0
2	2	2	2	1.0
4	2	2	2	1.0
1	1	1	1	1.0
22835963083295358096932575511191922182123945984	8	40320	70	0.001736111111111111
4	2	2	2	1.0
64	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2	1	1	1	1.0
4293918719	5	120	10	0.08333333333333333
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2136962901	5	120	60	0.5
32767	4	24	1	0.041666666666666664
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
7	2	2	1	0.5
2	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
7	2	2	1	0.5
1	1	1	1	1.0
4	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
63802943797675961899382738893456539647	7	5040	42	0.008333333333333333
1	1	1	1	1.0
2	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
13	2	2	2	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
253	3	6	3	0.5
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
1	1	1	1	1.0
2147483647	5	120	1	0.008333333333333333
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
1	1	1	1	1.0
7	2	2	1	0.5
112	3	6	3	0.5
7	4	24	6	0.25
1	2	2	1	0.5
1	1	1	1	1.0
11	5	120	20	0.16666666666666666
32	3	6	3	0.5
5	2	2	2	1.0
2	2	2	2	1.0
11	2	2	2	1.0
1911	4	24	3	0.125
7	2	2	1	0.5
1	2	2	1	0.5
1792	4	24	12	0.5
4177	4	24	12	0.5
2	5	120	5	0.041666666666666664
7	8	40320	28	0.0006944444444444445
4278091776	5	120	20	0.16666666666666666
1	5	120	1	0.008333333333333333
1	1	1	1	1.0
1	1	1	1	1.0
1	2	2	1	0.5
8	2	2	1	0.5
43	3	6	3	0.5
248	3	6	3	0.5
224	3	6	3	0.5
1	1	1	1	1.0
4	2	2	2	1.0
7067361300812372632775062749544357662112171006324022915496903362069135360	8	40320	3360	0.08333333333333333
4	2	2	2	1.0
4	2	2	2	1.0
224	3	6	3	0.5
1	1	1	1	1.0
224	4	24	12	0.5
56055639	5	120	30	0.25
7	2	2	1	0.5
239	3	6	3	0.5
2	1	1	1	1.0
4	2	2	2	1.0
4	2	2	2	1.0
5	2	2	2	1.0
511	7	5040	140	0.027777777777777776
16	3	6	3	0.5
4294967294	7	5040	21	0.004166666666666667
1	1	1	1	1.0
1	1	1	1	1.0
4294967294	6	720	6	0.008333333333333333
14	2	2	1	0.5
11	7	5040	42	0.008333333333333333
1	1	1	1	1.0
1	2	2	1	0.5
1	2	2	1	0.5
8	4	24	6	0.25
8323072	5	120	20	0.16666666666666666
4294967296	6	720	6	0.008333333333333333
4294967296	6	720	6	0.008333333333333333
1	1	1	1	1.0
1	4	24	1	0.041666666666666664
1	1	1	1	1.0
36352	4	24	12	0.5
8	3	6	3	0.5
2315255808	5	120	20	0.16666666666666666
737183007961463611	6	720	720	1.0
352075316098693581714548810747800604006750529760990979571007376725114880	8	40320	40320	1.0
1657324662872342528	6	720	20	0.027777777777777776
32768	7	5040	35	0.006944444444444444
511	4	24	4	0.16666666666666666
14	5	120	10	0.08333333333333333
224	4	24	12	0.5
23808	4	24	24	1.0
115792089048596568709576794286620023798975103008463750832961221407423084888056	8	40320	1680	0.041666666666666664
4973380328413462528	7	5040	5040	1.0
5189840767362702991940479493341184	7	5040	2520	0.5
4294901887	5	120	20	0.16666666666666666
965845508320	6	720	180	0.25
1	2	2	1	0.5
422902699743134220182677132551504313863011209594335043778443739136	8	40320	5040	0.125
16864513	6	720	180	0.25
174	5	120	60	0.5
286331199	5	120	60	0.5
106672174349946667297291504494282014720	7	5040	1260	0.25
4177065984	5	120	30	0.25
191564865678499776699786494496244395861221887549898752	8	40320	10080	0.25
1	1	1	1	1.0
1	1	1	1	1.0
2459584692173668352	6	720	360	0.5
1459617792	6	720	180	0.25
2	2	2	2	1.0
127	5	120	10	0.08333333333333333
8	5	120	10	0.08333333333333333
1	3	6	1	0.16666666666666666
1	1	1	1	1.0
1	1	1	1	1.0
7	2	2	1	0.5
983039	5	120	30	0.25
115366272597258316260547887632100945792720324937856815974363049662969129467904	8	40320	20160	0.5
9223650080152616959	6	720	360	0.5
128	3	6	1	0.16666666666666666
32768	6	720	15	0.020833333333333332
8454143	5	120	20	0.16666666666666666
54255130672889855	6	720	180	0.25
54255130672889855	6	720	180	0.25
7	2	2	1	0.5
7	2	2	1	0.5
11	2	2	2	1.0
79	3	6	6	1.0
32535	4	24	4	0.16666666666666666
1	2	2	1	0.5
7	2	2	1	0.5
112	3	6	3	0.5
1	2	2	1	0.5
1	2	2	1	0.5
2	2	2	2	1.0
13	2	2	2	1.0
7	2	2	1	0.5
7	2	2	1	0.5
1	2	2	1	0.5
1792	4	24	12	0.5
113	3	6	3	0.5
